essay_id,mean,std,min,max,count,range
N24274J,7.456,1.0218350839423698,5.1,9.2,50,4.1
N24299T,8.2,1.0349011586442762,6.2,10.0,50,3.8
N24326D,8.254,1.0542837785502943,5.8,10.0,50,4.2
N24359N,8.082,1.025330210623059,5.8,10.0,50,4.2
N24382M,8.27,1.0377074417647194,5.8,10.0,50,4.2
N24413B,7.194,1.2281411206554802,4.5,9.6,50,5.1
N24442G,7.456,1.157964434968994,4.6,9.9,50,5.300000000000001
N24459R,7.877999999999999,1.2108843117022083,4.7,10.0,50,5.3
N24490Q,8.382,1.0147262624743199,5.7,10.0,50,4.3
N24527L,8.14,0.9969340755638803,4.1,10.0,50,5.9
N24554P,7.322,1.114338826573033,4.1,10.0,50,5.9
N24577W,8.634,0.9379983029443772,5.8,10.0,50,4.2
N24602E,7.436,1.3095816437445407,4.1,10.0,50,5.9
N24630J,9.356,0.7088824202322171,7.7,10.0,50,2.3
N24662S,7.752000000000001,1.0554503826348645,5.5,9.6,50,4.1
N24720K,7.606,0.9912700573156704,5.9,9.9,50,4.0
N24783A,8.014,0.9003423385194169,5.7,10.0,50,4.3
N24818U,7.3839999999999995,1.2218019479441014,4.9,9.9,50,5.0
N24841T,7.54,1.216720248563862,4.9,9.8,50,4.9
N24865B,9.37,0.8519485468798059,6.1,10.0,50,3.9000000000000004
N24885F,7.32,0.9760394772879271,5.5,9.1,50,3.5999999999999996
N24910P,8.476,0.9686009266473169,6.2,10.0,50,3.8
N24964D,8.728,0.9827159367003762,6.7,10.0,50,3.3
N25002Q,7.957999999999999,1.074393991503858,5.9,10.0,50,4.1
N25023V,7.484,1.1549997791324107,5.2,10.0,50,4.8
N25054C,8.21,1.0746143114472966,6.2,10.0,50,3.8
N25098Q,8.152000000000001,1.0357369455649263,5.6,10.0,50,4.4
N25150B,7.593999999999999,1.0037501111901734,5.2,10.0,50,4.8
N25162F,6.502000000000001,1.0904951131649947,3.7,9.0,50,5.3
N25183L,7.234,0.881003602114529,5.0,9.4,50,4.4
N25242E,6.9239999999999995,0.9599234663370252,4.9,9.0,50,4.1
N25277R,7.127999999999999,1.0840287668447455,4.9,9.3,50,4.4
N25301Y,7.22,1.037068080736088,4.7,8.9,50,4.2
N25326H,6.894,0.9609540327514239,4.9,8.8,50,3.9000000000000004
N25356P,6.8839999999999995,1.0377290747844838,4.9,9.3,50,4.4
N25385U,8.866,0.8945663639953365,6.4,10.0,50,3.5999999999999996
N25412E,7.438,1.0413668412039938,5.0,10.0,50,5.0
N25467V,7.457999999999999,1.0813993202309307,5.4,9.8,50,4.4
N25488A,7.664,1.1327697678428639,4.5,10.0,50,5.5
N25525N,7.564,1.1235439557080815,4.9,9.8,50,4.9
N25552R,7.89,1.2075020598283865,4.2,10.0,50,5.8
N25586B,7.18,1.1505100909543362,4.9,10.0,50,5.1
N25640Q,7.63,1.0108089304500385,5.4,10.0,50,4.6
N25671X,6.797999999999999,1.1314592347937242,3.9,9.3,50,5.4
N25692C,7.6,1.0978643461051913,4.8,10.0,50,5.2
N25723S,7.4479999999999995,0.9515272364113667,5.4,9.0,50,3.5999999999999996
N25744X,9.502,0.6932590881231242,7.1,10.0,50,2.9000000000000004
N25772B,7.816,1.2887836378950974,4.9,10.0,50,5.1
N25799N,9.606,0.522712704483612,8.2,10.0,50,1.8000000000000007
N25827Z,7.707999999999999,1.1078274381206945,5.1,10.0,50,4.9
N25865F,7.732,0.9900401970812772,5.3,9.8,50,4.500000000000001
N25913W,8.097999999999999,1.0844899111319286,5.8,10.0,50,4.2
N25945E,8.134,1.0450290494937042,5.3,10.0,50,4.7
N25969N,8.48,1.1432142299281463,5.7,10.0,50,4.3
N25990K,7.904,1.0439250891882685,5.6,10.0,50,4.4
N26012W,8.754,1.0363219892032218,6.1,10.0,50,3.9000000000000004
N26038G,7.746,1.1563859958632203,5.2,9.8,50,4.6000000000000005
N26093P,7.1339999999999995,1.0605370222251573,5.3,9.5,50,4.2
N26120Z,6.91,1.1791124299442268,4.7,9.4,50,4.7
N26149N,8.606,0.8954328562209452,6.7,10.0,50,3.3
N26186T,8.012,0.9813859420976738,5.2,10.0,50,4.8
N26223F,7.4079999999999995,0.9897103266169577,5.5,9.3,50,3.8000000000000007
N26244L,7.17,0.9035643703846291,4.7,9.6,50,4.8999999999999995
N26272Q,7.396,0.9233833086502475,5.2,9.4,50,4.2
N26297Z,7.222,1.057391862565817,5.0,9.6,50,4.6
N26325L,7.3839999999999995,1.0310208929176234,5.2,9.3,50,4.1000000000000005
N26357U,8.068,0.7975574958482137,6.4,9.5,50,3.0999999999999996
N26390V,7.867999999999999,1.1260260626990617,5.4,10.0,50,4.6
N26412J,7.356,1.0642924256739492,4.9,9.7,50,4.799999999999999
N26476A,6.69,1.0396722403464176,4.4,9.4,50,5.0
N26516R,8.106,0.9908582138732059,5.5,10.0,50,4.5
N26534T,7.8,0.9718486486682827,5.4,9.8,50,4.4
N26567C,8.316,1.2132533426574141,5.3,10.0,50,4.7
N26593E,8.788,0.8411944859931656,6.7,10.0,50,3.3
N26621R,7.64,1.0139838585037348,5.7,10.0,50,4.3
N26661Z,7.776,0.9986848494752629,6.0,10.0,50,4.0
N26687K,7.478,1.0359438169305974,5.6,10.0,50,4.4
N26716X,8.012,0.9340803618795223,5.4,10.0,50,4.6
N26738D,8.672,1.1013979984639557,6.0,10.0,50,4.0
N26783J,9.538,0.7406257696112423,7.3,10.0,50,2.7
N26863H,7.3020000000000005,0.9807306730500602,5.1,9.2,50,4.1
N26891M,7.336,1.0760396017293212,5.3,10.0,50,4.7
N26921A,7.962000000000001,0.8824571447072646,5.8,10.0,50,4.2
N26990P,9.474,0.7625976016490065,6.2,10.0,50,3.8
N27037K,9.236,0.8075561520882063,6.3,10.0,50,3.7
N27079V,7.837999999999999,1.0117453095658866,6.0,10.0,50,4.0
N27138P,8.244,0.7151880015429652,7.0,10.0,50,3.0
N27181S,7.62,1.1142857142857143,5.0,9.5,50,4.5
N27221H,7.724,1.0300703364135788,5.9,10.0,50,4.1
N27244Q,8.058,1.0030748644410696,5.4,9.9,50,4.5
N27285Z,7.2620000000000005,1.087946952488296,5.4,9.6,50,4.199999999999999
N27343S,8.02,0.875284210402308,6.3,10.0,50,3.7
N27374Z,8.274,0.8458325206926158,6.4,10.0,50,3.5999999999999996
N27471Z,7.85,1.1714721246258957,4.7,10.0,50,5.3
N27501N,7.62,0.9922145916677336,5.1,9.4,50,4.300000000000001
N27503Q,7.532,1.0021283473137539,5.5,9.8,50,4.300000000000001
N27529A,7.6739999999999995,1.1081902879405297,5.0,9.5,50,4.5
N27570B,7.654,1.0891318392487233,5.7,10.0,50,4.3
N27602S,8.344,0.983363656859787,5.8,10.0,50,4.2
N27627B,8.106,1.105350623105628,4.8,10.0,50,5.2
N27628C,9.068,0.7988358877205031,6.8,10.0,50,3.2
N27654E,9.266,0.7820981722395267,7.4,10.0,50,2.5999999999999996
N27655F,6.78,1.1351526014467959,3.9,9.4,50,5.5
N27680G,8.65,0.9403104133579443,6.7,10.0,50,3.3
N27681H,7.17,1.0306031521118382,4.9,9.9,50,5.0
N27682J,7.062,1.0185804447607365,5.5,9.6,50,4.1
N27704X,7.9879999999999995,1.1864266362760516,4.7,10.0,50,5.3
N27708B,8.752,1.03099713968605,6.0,10.0,50,4.0
N27709C,7.752000000000001,1.0469079837935193,5.5,10.0,50,4.5
N27734D,9.267999999999999,0.7688953114696436,7.0,10.0,50,3.0
N27779S,8.618,1.0362195811738764,6.2,10.0,50,3.8
N27788T,9.82,0.37197761617975794,8.6,10.0,50,1.4000000000000004
N27818G,7.584,1.1634501822298247,5.4,10.0,50,4.6
N27824E,7.818,1.1951756766095867,5.4,10.0,50,4.6
N27858Q,6.7379999999999995,1.0695965289275566,3.5,8.9,50,5.4
N27859R,8.004,1.0486064610730192,5.6,10.0,50,4.4
N27875R,7.48,0.8706085134395768,5.5,9.4,50,3.9000000000000004
